分数,位次区间,同分人数,建议位次
384,119427-120028,602,120028
383,120029-120583,555,120583
382,120584-121198,615,121198
381,121199-121808,610,121808
380,121809-122399,591,122399
379,122400-122965,566,122965
378,122966-123592,627,123592
377,123593-124148,556,124148
376,124149-124708,560,124708
375,124709-125269,561,125269
374,125270-125829,560,125829
373,125830-126387,558,126387
372,126388-126935,548,126935
371,126936-127494,559,127494
370,127495-128050,556,128050
369,128051-128595,545,128595
368,128596-129091,496,129091
367,129092-129579,488,129579
366,129580-130122,543,130122
365,130123-130625,503,130625
364,130626-131122,497,131122
363,131123-131637,515,131637
362,131638-132131,494,132131
361,132132-132621,490,132621
360,132622-133123,502,133123
359,133124-133608,485,133608
358,133609-134109,501,134109
357,134110-134592,483,134592
356,134593-135078,486,135078
355,135079-135568,490,135568
354,135569-136050,482,136050
353,136051-136513,463,136513
352,136514-136976,463,136976
351,136977-137441,465,137441
350,137442-137931,490,137931
349,137932-138416,485,138416
348,138417-138844,428,138844
347,138845-139305,461,139305
346,139306-139762,457,139762
345,139763-140263,501,140263
344,140264-140696,433,140696
343,140697-141173,477,141173
342,141174-141574,401,141574
341,141575-142032,458,142032
340,142033-142486,454,142486
339,142487-142911,425,142911
338,142912-143386,475,143386
337,143387-143833,447,143833
336,143834-144270,437,144270
335,144271-144728,458,144728
334,144729-145147,419,145147
333,145148-145574,427,145574
332,145575-145989,415,145989
331,145990-146395,406,146395
330,146396-146841,446,146841
329,146842-147233,392,147233
328,147234-147633,400,147633
327,147634-148070,437,148070
326,148071-148462,392,148462
325,148463-148851,389,148851
324,148852-149225,374,149225
323,149226-149625,400,149625
322,149626-150023,398,150023
321,150024-150410,387,150410
320,150411-150779,369,150779
319,150780-151177,398,151177
318,151178-151563,386,151563
317,151564-151947,384,151947
316,151948-152349,402,152349
315,152350-152722,373,152722
314,152723-153067,345,153067
313,153068-153450,383,153450
312,153451-153814,364,153814
311,153815-154172,358,154172
310,154173-154501,329,154501
309,154502-154825,324,154825
308,154826-155204,379,155204
307,155205-155578,374,155578
306,155579-155911,333,155911
305,155912-156245,334,156245
304,156246-156624,379,156624
303,156625-156954,330,156954
302,156955-157264,310,157264
301,157265-157616,352,157616
300,157617-157962,346,157962
299,157963-158294,332,158294
298,158295-158620,326,158620
297,158621-158993,373,158993
296,158994-159338,345,159338
295,159339-159659,321,159659
294,159660-159989,330,159989
293,159990-160303,314,160303
292,160304-160636,333,160636
291,160637-160957,321,160957
290,160958-161312,355,161312
289,161313-161632,320,161632
288,161633-161961,329,161961
287,161962-162276,315,162276
286,162277-162569,293,162569
285,162570-162885,316,162885
284,162886-163208,323,163208
283,163209-163528,320,163528
282,163529-163809,281,163809
281,163810-164111,302,164111
280,164112-164361,250,164361
279,164362-164631,270,164631
278,164632-164915,284,164915
277,164916-165191,276,165191
276,165192-165483,292,165483
275,165484-165750,267,165750
274,165751-166021,271,166021
273,166022-166269,248,166269
272,166270-166532,263,166532
271,166533-166782,250,166782
270,166783-167049,267,167049
269,167050-167281,232,167281
268,167282-167531,250,167531
267,167532-167820,289,167820
266,167821-168085,265,168085
265,168086-168339,254,168339
264,168340-168573,234,168573
263,168574-168836,263,168836
262,168837-169087,251,169087
261,169088-169323,236,169323
260,169324-169544,221,169544
259,169545-169782,238,169782
258,169783-169991,209,169991
257,169992-170205,214,170205
256,170206-170430,225,170430
255,170431-170647,217,170647
254,170648-170879,232,170879
253,170880-171105,226,171105
252,171106-171317,212,171317
251,171318-171536,219,171536
250,171537-171734,198,171734
249,171735-171899,165,171899
248,171900-172107,208,172107
247,172108-172311,204,172311
246,172312-172479,168,172479
245,172480-172667,188,172667
244,172668-172843,176,172843
243,172844-173018,175,173018
242,173019-173192,174,173192
241,173193-173363,171,173363
240,173364-173531,168,173531
239,173532-173683,152,173683
238,173684-173834,151,173834
237,173835-173997,163,173997
236,173998-174166,169,174166
235,174167-174345,179,174345
234,174346-174499,154,174499
233,174500-174683,184,174683
232,174684-174841,158,174841
231,174842-174993,152,174993
230,174994-175123,130,175123
229,175124-175278,155,175278
228,175279-175423,145,175423
227,175424-175563,140,175563
226,175564-175685,122,175685
225,175686-175838,153,175838
224,175839-175961,123,175961
223,175962-176102,141,176102
222,176103-176222,120,176222
221,176223-176352,130,176352
220,176353-176481,129,176481
219,176482-176586,105,176586
218,176587-176716,130,176716
217,176717-176837,121,176837
216,176838-176967,130,176967
215,176968-177092,125,177092
214,177093-177224,132,177224
213,177225-177333,109,177333
212,177334-177434,101,177434
211,177435-177532,98,177532
210,177533-177634,102,177634
209,177635-177727,93,177727
208,177728-177818,91,177818
207,177819-177916,98,177916
206,177917-178011,95,178011
205,178012-178090,79,178090
204,178091-178202,112,178202
203,178203-178302,100,178302
202,178303-178398,96,178398
201,178399-178493,95,178493
200,178494-178584,91,178584
199,178585-178664,80,178664
198,178665-178741,77,178741
197,178742-178812,71,178812
196,178813-178909,97,178909
195,178910-178990,81,178990
194,178991-179076,86,179076
193,179077-179164,88,179164
192,179165-179243,79,179243
191,179244-179315,72,179315
190,179316-179397,82,179397
189,179398-179460,63,179460
188,179461-179526,66,179526
187,179527-179603,77,179603
186,179604-179678,75,179678
185,179679-179742,64,179742
184,179743-179790,48,179790
183,179791-179860,70,179860
182,179861-179922,62,179922
181,179923-179987,65,179987
180,179988-180054,67,180054
179,180055-180106,52,180106
178,180107-180171,65,180171
177,180172-180209,38,180209
176,180210-180267,58,180267
175,180268-180330,63,180330
174,180331-180387,57,180387
173,180388-180437,50,180437
172,180438-180496,59,180496
171,180497-180547,51,180547
170,180548-180599,52,180599
169,180600-180648,49,180648
168,180649-180690,42,180690
167,180691-180735,45,180735
166,180736-180766,31,180766
165,180767-180810,44,180810
164,180811-180868,58,180868
163,180869-180909,41,180909
162,180910-180929,20,180929
161,180930-180963,34,180963
160,180964-180992,29,180992
159,180993-181016,24,181016
158,181017-181047,31,181047
157,181048-181082,35,181082
156,181083-181110,28,181110
155,181111-181141,31,181141
154,181142-181165,24,181165
153,181166-181192,27,181192
152,181193-181215,23,181215
151,181216-181230,15,181230
150,181231-181249,19,181249
149,181250-181267,18,181267
148,181268-181289,22,181289
147,181290-181306,17,181306
146,181307-181333,27,181333
145,181334-181348,15,181348
144,181349-181368,20,181368
143,181369-181384,16,181384
142,181385-181398,14,181398
141,181399-181421,23,181421
140,181422-181443,22,181443
139,181444-181457,14,181457
138,181458-181472,15,181472
137,181473-181483,11,181483
136,181484-181489,6,181489
135,181490-181502,13,181502
134,181503-181512,10,181512
133,181513-181527,15,181527
132,181528-181540,13,181540
131,181541-181549,9,181549
130,181550-181559,10,181559
129,181560-181572,13,181572
128,181573-181583,11,181583
127,181584-181592,9,181592
126,181593-181596,4,181596
125,181597-181607,11,181607
124,181608-181614,7,181614
123,181615-181619,5,181619
122,181620-181625,6,181625
121,181626-181630,5,181630
120,181631-181635,5,181635
119,181636-181641,6,181641
118,181642-181647,6,181647
117,181648-181654,7,181654
116,181655-181659,5,181659
115,181660-181664,5,181664
114,181665-181671,7,181671
113,181672-181674,3,181674
112,181675-181677,3,181677
111,181678-181679,2,181679
110,181680-181687,8,181687
109,181688-181694,7,181694
108,181695-181696,2,181696
107,181697-181698,2,181698
106,181699-181701,3,181701
105,181702-181707,6,181707
104,181708-181713,6,181713
103,181714-181715,2,181715
102,181716-181720,5,181720
101,181721-181723,3,181723
100,181724-181727,4,181727
