分数,位次区间,同分人数,建议位次
588,10296-10455,160,10455
587,10456-10606,151,10606
586,10607-10758,152,10758
585,10759-10921,163,10921
584,10922-11096,175,11096
583,11097-11244,148,11244
582,11245-11380,136,11380
581,11381-11540,160,11540
580,11541-11702,162,11702
579,11703-11843,141,11843
578,11844-12007,164,12007
577,12008-12183,176,12183
576,12184-12334,151,12334
575,12335-12490,156,12490
574,12491-12633,143,12633
573,12634-12798,165,12798
572,12799-12957,159,12957
571,12958-13109,152,13109
570,13110-13253,144,13253
569,13254-13401,148,13401
568,13402-13571,170,13571
567,13572-13770,199,13770
566,13771-13923,153,13923
565,13924-14087,164,14087
564,14088-14274,187,14274
563,14275-14432,158,14432
562,14433-14584,152,14584
561,14585-14760,176,14760
560,14761-14943,183,14943
559,14944-15106,163,15106
558,15107-15264,158,15264
557,15265-15416,152,15416
556,15417-15579,163,15579
555,15580-15752,173,15752
554,15753-15937,185,15937
553,15938-16109,172,16109
552,16110-16267,158,16267
551,16268-16439,172,16439
550,16440-16590,151,16590
549,16591-16780,190,16780
548,16781-16949,169,16949
547,16950-17152,203,17152
546,17153-17365,213,17365
545,17366-17532,167,17532
544,17533-17717,185,17717
543,17718-17903,186,17903
542,17904-18081,178,18081
541,18082-18261,180,18261
540,18262-18449,188,18449
539,18450-18644,195,18644
538,18645-18820,176,18820
537,18821-19014,194,19014
536,19015-19191,177,19191
535,19192-19343,152,19343
534,19344-19491,148,19491
533,19492-19644,153,19644
532,19645-19817,173,19817
531,19818-20006,189,20006
530,20007-20175,169,20175
529,20176-20350,175,20350
528,20351-20562,212,20562
527,20563-20767,205,20767
526,20768-20947,180,20947
525,20948-21124,177,21124
524,21125-21298,174,21298
523,21299-21481,183,21481
522,21482-21675,194,21675
521,21676-21870,195,21870
520,21871-22064,194,22064
519,22065-22241,177,22241
518,22242-22413,172,22413
517,22414-22585,172,22585
516,22586-22777,192,22777
515,22778-22966,189,22966
514,22967-23164,198,23164
513,23165-23353,189,23353
512,23354-23533,180,23533
511,23534-23728,195,23728
510,23729-23924,196,23924
509,23925-24096,172,24096
508,24097-24275,179,24275
507,24276-24456,181,24456
506,24457-24637,181,24637
505,24638-24836,199,24836
504,24837-25015,179,25015
503,25016-25202,187,25202
502,25203-25396,194,25396
501,25397-25595,199,25595
500,25596-25789,194,25789
499,25790-25977,188,25977
498,25978-26148,171,26148
497,26149-26318,170,26318
496,26319-26529,211,26529
495,26530-26721,192,26721
494,26722-26905,184,26905
493,26906-27068,163,27068
492,27069-27248,180,27248
491,27249-27438,190,27438
490,27439-27624,186,27624
489,27625-27821,197,27821
488,27822-28005,184,28005
487,28006-28202,197,28202
486,28203-28382,180,28382
485,28383-28558,176,28558
484,28559-28722,164,28722
483,28723-28891,169,28891
482,28892-29066,175,29066
481,29067-29265,199,29265
480,29266-29437,172,29437
479,29438-29597,160,29597
478,29598-29762,165,29762
477,29763-29935,173,29935
476,29936-30098,163,30098
475,30099-30248,150,30248
474,30249-30397,149,30397
473,30398-30550,153,30550
472,30551-30691,141,30691
471,30692-30857,166,30857
470,30858-31001,144,31001
469,31002-31182,181,31182
468,31183-31354,172,31354
467,31355-31508,154,31508
466,31509-31647,139,31647
465,31648-31824,177,31824
464,31825-31985,161,31985
463,31986-32157,172,32157
462,32158-32311,154,32311
461,32312-32455,144,32455
460,32456-32627,172,32627
459,32628-32782,155,32782
458,32783-32930,148,32930
457,32931-33085,155,33085
456,33086-33233,148,33233
455,33234-33395,162,33395
454,33396-33549,154,33549
453,33550-33684,135,33684
452,33685-33830,146,33830
451,33831-33968,138,33968
450,33969-34117,149,34117
449,34118-34260,143,34260
448,34261-34389,129,34389
447,34390-34531,142,34531
446,34532-34669,138,34669
445,34670-34814,145,34814
444,34815-34965,151,34965
443,34966-35075,110,35075
442,35076-35238,163,35238
441,35239-35398,160,35398
440,35399-35526,128,35526
439,35527-35661,135,35661
438,35662-35798,137,35798
437,35799-35928,130,35928
436,35929-36049,121,36049
435,36050-36166,117,36166
434,36167-36279,113,36279
433,36280-36395,116,36395
432,36396-36529,134,36529
431,36530-36664,135,36664
430,36665-36783,119,36783
429,36784-36905,122,36905
428,36906-37016,111,37016
427,37017-37114,98,37114
426,37115-37210,96,37210
425,37211-37319,109,37319
424,37320-37430,111,37430
423,37431-37539,109,37539
422,37540-37641,102,37641
421,37642-37747,106,37747
420,37748-37845,98,37845
419,37846-37954,109,37954
418,37955-38065,111,38065
417,38066-38176,111,38176
416,38177-38277,101,38277
415,38278-38370,93,38370
414,38371-38486,116,38486
413,38487-38594,108,38594
412,38595-38691,97,38691
411,38692-38791,100,38791
410,38792-38896,105,38896
409,38897-38984,88,38984
408,38985-39097,113,39097
407,39098-39204,107,39204
406,39205-39286,82,39286
405,39287-39379,93,39379
404,39380-39465,86,39465
403,39466-39565,100,39565
402,39566-39648,83,39648
401,39649-39729,81,39729
400,39730-39790,61,39790
399,39791-39864,74,39864
398,39865-39951,87,39951
397,39952-40032,81,40032
396,40033-40104,72,40104
395,40105-40166,62,40166
394,40167-40244,78,40244
393,40245-40313,69,40313
392,40314-40385,72,40385
391,40386-40451,66,40451
390,40452-40524,73,40524
380,40525-41207,683,41207
370,41208-41835,628,41835
360,41836-42374,539,42374
350,42375-42831,457,42831
340,42832-43202,371,43202
330,43203-43542,340,43542
320,43543-43797,255,43797
310,43798-44019,222,44019
300,44020-44220,201,44220
290,44221-44383,163,44383
280,44384-44508,125,44508
270,44509-44614,106,44614
260,44615-44697,83,44697
250,44698-44765,68,44765
240,44766-44808,43,44808
230,44809-44837,29,44837
220,44838-44862,25,44862
210,44863-44879,17,44879
200,44880-44895,16,44895
190,44896-44901,6,44901
180,44902-44909,8,44909
170,44910-44917,8,44917
160,44918-44924,7,44924
150,44925-44928,4,44928
140,44929-44930,2,44930
130,44931-44934,4,44934
120,44935-44942,8,44942
110,44943-44951,9,44951
100,44952-44958,7,44958
