分数,位次区间,同分人数,建议位次
535,30413-30804,392,30804
534,30805-31178,374,31178
533,31179-31562,384,31562
532,31563-31919,357,31919
531,31920-32325,406,32325
530,32326-32691,366,32691
529,32692-33110,419,33110
528,33111-33508,398,33508
527,33509-33899,391,33899
526,33900-34309,410,34309
525,34310-34707,398,34707
524,34708-35137,430,35137
523,35138-35516,379,35516
522,35517-35973,457,35973
521,35974-36389,416,36389
520,36390-36803,414,36803
519,36804-37229,426,37229
518,37230-37655,426,37655
517,37656-38029,374,38029
516,38030-38418,389,38418
515,38419-38832,414,38832
514,38833-39271,439,39271
513,39272-39710,439,39710
512,39711-40128,418,40128
511,40129-40551,423,40551
510,40552-40991,440,40991
509,40992-41401,410,41401
508,41402-41822,421,41822
507,41823-42269,447,42269
506,42270-42715,446,42715
505,42716-43156,441,43156
504,43157-43583,427,43583
503,43584-44010,427,44010
502,44011-44428,418,44428
501,44429-44863,435,44863
500,44864-45340,477,45340
499,45341-45784,444,45784
498,45785-46236,452,46236
497,46237-46654,418,46654
496,46655-47094,440,47094
495,47095-47523,429,47523
494,47524-47945,422,47945
493,47946-48380,435,48380
492,48381-48832,452,48832
491,48833-49270,438,49270
490,49271-49687,417,49687
489,49688-50131,444,50131
488,50132-50567,436,50567
487,50568-51013,446,51013
486,51014-51468,455,51468
485,51469-51901,433,51901
484,51902-52326,425,52326
483,52327-52757,431,52757
482,52758-53214,457,53214
481,53215-53674,460,53674
480,53675-54103,429,54103
479,54104-54545,442,54545
478,54546-54984,439,54984
477,54985-55439,455,55439
476,55440-55873,434,55873
475,55874-56348,475,56348
474,56349-56771,423,56771
473,56772-57244,473,57244
472,57245-57669,425,57669
471,57670-58128,459,58128
470,58129-58581,453,58581
469,58582-59042,461,59042
468,59043-59506,464,59506
467,59507-59982,476,59982
466,59983-60422,440,60422
465,60423-60877,455,60877
464,60878-61333,456,61333
463,61334-61764,431,61764
462,61765-62232,468,62232
461,62233-62660,428,62660
460,62661-63118,458,63118
459,63119-63595,477,63595
458,63596-64059,464,64059
457,64060-64506,447,64506
456,64507-64945,439,64945
455,64946-65402,457,65402
454,65403-65858,456,65858
453,65859-66287,429,66287
452,66288-66710,423,66710
451,66711-67130,420,67130
450,67131-67607,477,67607
449,67608-68020,413,68020
448,68021-68458,438,68458
447,68459-68915,457,68915
446,68916-69378,463,69378
445,69379-69808,430,69808
444,69809-70283,475,70283
443,70284-70717,434,70717
442,70718-71126,409,71126
441,71127-71542,416,71542
440,71543-71990,448,71990
439,71991-72410,420,72410
438,72411-72868,458,72868
437,72869-73312,444,73312
436,73313-73747,435,73747
435,73748-74225,478,74225
434,74226-74652,427,74652
433,74653-75087,435,75087
432,75088-75522,435,75522
431,75523-75918,396,75918
430,75919-76333,415,76333
429,76334-76744,411,76744
428,76745-77166,422,77166
427,77167-77566,400,77566
426,77567-77981,415,77981
425,77982-78411,430,78411
424,78412-78803,392,78803
423,78804-79190,387,79190
422,79191-79591,401,79591
421,79592-80005,414,80005
420,80006-80429,424,80429
419,80430-80846,417,80846
418,80847-81272,426,81272
417,81273-81702,430,81702
416,81703-82107,405,82107
415,82108-82473,366,82473
414,82474-82868,395,82868
413,82869-83292,424,83292
412,83293-83694,402,83694
411,83695-84057,363,84057
410,84058-84447,390,84447
409,84448-84834,387,84834
408,84835-85210,376,85210
407,85211-85588,378,85588
406,85589-85943,355,85943
405,85944-86334,391,86334
404,86335-86698,364,86698
403,86699-87112,414,87112
402,87113-87527,415,87527
401,87528-87909,382,87909
400,87910-88258,349,88258
399,88259-88645,387,88645
398,88646-89011,366,89011
397,89012-89374,363,89374
396,89375-89731,357,89731
395,89732-90090,359,90090
394,90091-90474,384,90474
393,90475-90855,381,90855
392,90856-91221,366,91221
391,91222-91586,365,91586
390,91587-91935,349,91935
389,91936-92275,340,92275
388,92276-92670,395,92670
387,92671-93024,354,93024
386,93025-93411,387,93411
385,93412-93746,335,93746
384,93747-94099,353,94099
383,94100-94409,310,94409
382,94410-94754,345,94754
381,94755-95078,324,95078
380,95079-95395,317,95395
379,95396-95727,332,95727
378,95728-96053,326,96053
377,96054-96394,341,96394
376,96395-96745,351,96745
375,96746-97074,329,97074
374,97075-97394,320,97394
373,97395-97689,295,97689
372,97690-98007,318,98007
371,98008-98309,302,98309
370,98310-98631,322,98631
369,98632-98944,313,98944
368,98945-99261,317,99261
367,99262-99566,305,99566
366,99567-99891,325,99891
365,99892-100167,276,100167
364,100168-100480,313,100480
363,100481-100810,330,100810
362,100811-101094,284,101094
361,101095-101403,309,101403
360,101404-101706,303,101706
359,101707-101992,286,101992
358,101993-102294,302,102294
357,102295-102602,308,102602
356,102603-102899,297,102899
355,102900-103181,282,103181
354,103182-103455,274,103455
353,103456-103741,286,103741
352,103742-103980,239,103980
351,103981-104268,288,104268
350,104269-104545,277,104545
349,104546-104798,253,104798
348,104799-105045,247,105045
347,105046-105311,266,105311
346,105312-105556,245,105556
345,105557-105807,251,105807
344,105808-106043,236,106043
343,106044-106299,256,106299
342,106300-106561,262,106561
341,106562-106825,264,106825
340,106826-107075,250,107075
339,107076-107330,255,107330
338,107331-107569,239,107569
337,107570-107800,231,107800
336,107801-108048,248,108048
335,108049-108285,237,108285
334,108286-108557,272,108557
333,108558-108794,237,108794
332,108795-109009,215,109009
331,109010-109250,241,109250
330,109251-109467,217,109467
329,109468-109704,237,109704
328,109705-109919,215,109919
327,109920-110137,218,110137
326,110138-110368,231,110368
325,110369-110600,232,110600
324,110601-110831,231,110831
323,110832-111026,195,111026
322,111027-111245,219,111245
321,111246-111457,212,111457
320,111458-111645,188,111645
319,111646-111854,209,111854
318,111855-112047,193,112047
317,112048-112263,216,112263
316,112264-112448,185,112448
315,112449-112651,203,112651
314,112652-112862,211,112862
313,112863-113047,185,113047
312,113048-113259,212,113259
311,113260-113436,177,113436
310,113437-113609,173,113609
309,113610-113805,196,113805
308,113806-113978,173,113978
307,113979-114156,178,114156
306,114157-114331,175,114331
305,114332-114506,175,114506
304,114507-114679,173,114679
303,114680-114850,171,114850
302,114851-115022,172,115022
301,115023-115200,178,115200
300,115201-115358,158,115358
299,115359-115516,158,115516
298,115517-115672,156,115672
297,115673-115858,186,115858
296,115859-116058,200,116058
295,116059-116232,174,116232
294,116233-116390,158,116390
293,116391-116542,152,116542
292,116543-116709,167,116709
291,116710-116862,153,116862
290,116863-116998,136,116998
289,116999-117179,181,117179
288,117180-117325,146,117325
287,117326-117468,143,117468
286,117469-117642,174,117642
285,117643-117775,133,117775
284,117776-117927,152,117927
283,117928-118073,146,118073
282,118074-118226,153,118226
281,118227-118359,133,118359
280,118360-118502,143,118502
279,118503-118638,136,118638
278,118639-118778,140,118778
277,118779-118902,124,118902
276,118903-119045,143,119045
275,119046-119176,131,119176
274,119177-119292,116,119292
273,119293-119421,129,119421
272,119422-119574,153,119574
271,119575-119695,121,119695
270,119696-119823,128,119823
269,119824-119937,114,119937
268,119938-120053,116,120053
267,120054-120161,108,120161
266,120162-120268,107,120268
265,120269-120370,102,120370
264,120371-120473,103,120473
263,120474-120587,114,120587
262,120588-120681,94,120681
261,120682-120805,124,120805
260,120806-120905,100,120905
259,120906-121002,97,121002
258,121003-121085,83,121085
257,121086-121186,101,121186
256,121187-121281,95,121281
255,121282-121381,100,121381
254,121382-121488,107,121488
253,121489-121586,98,121586
252,121587-121680,94,121680
251,121681-121769,89,121769
250,121770-121862,93,121862
249,121863-121950,88,121950
248,121951-122049,99,122049
247,122050-122127,78,122127
246,122128-122229,102,122229
245,122230-122316,87,122316
244,122317-122408,92,122408
243,122409-122501,93,122501
242,122502-122584,83,122584
241,122585-122649,65,122649
240,122650-122723,74,122723
239,122724-122798,75,122798
238,122799-122866,68,122866
237,122867-122949,83,122949
236,122950-123037,88,123037
235,123038-123104,67,123104
234,123105-123172,68,123172
233,123173-123244,72,123244
232,123245-123320,76,123320
231,123321-123385,65,123385
230,123386-123458,73,123458
229,123459-123536,78,123536
228,123537-123618,82,123618
227,123619-123692,74,123692
226,123693-123752,60,123752
225,123753-123809,57,123809
224,123810-123874,65,123874
223,123875-123930,56,123930
222,123931-123984,54,123984
221,123985-124035,51,124035
220,124036-124085,50,124085
219,124086-124142,57,124142
218,124143-124185,43,124185
217,124186-124233,48,124233
216,124234-124293,60,124293
215,124294-124343,50,124343
214,124344-124398,55,124398
213,124399-124457,59,124457
212,124458-124505,48,124505
211,124506-124553,48,124553
210,124554-124594,41,124594
209,124595-124652,58,124652
208,124653-124700,48,124700
207,124701-124740,40,124740
206,124741-124779,39,124779
205,124780-124827,48,124827
204,124828-124881,54,124881
203,124882-124925,44,124925
202,124926-124969,44,124969
201,124970-125006,37,125006
200,125007-125039,33,125039
199,125040-125071,32,125071
198,125072-125105,34,125105
197,125106-125152,47,125152
196,125153-125192,40,125192
195,125193-125236,44,125236
194,125237-125265,29,125265
193,125266-125295,30,125295
192,125296-125326,31,125326
191,125327-125363,37,125363
190,125364-125401,38,125401
189,125402-125438,37,125438
188,125439-125466,28,125466
187,125467-125498,32,125498
186,125499-125519,21,125519
185,125520-125541,22,125541
184,125542-125566,25,125566
183,125567-125599,33,125599
182,125600-125627,28,125627
181,125628-125652,25,125652
180,125653-125667,15,125667
179,125668-125684,17,125684
178,125685-125701,17,125701
177,125702-125720,19,125720
176,125721-125738,18,125738
175,125739-125756,18,125756
174,125757-125782,26,125782
173,125783-125796,14,125796
172,125797-125818,22,125818
171,125819-125836,18,125836
170,125837-125854,18,125854
169,125855-125874,20,125874
168,125875-125886,12,125886
167,125887-125901,15,125901
166,125902-125923,22,125923
165,125924-125940,17,125940
164,125941-125954,14,125954
163,125955-125972,18,125972
162,125973-125982,10,125982
161,125983-125992,10,125992
160,125993-126001,9,126001
159,126002-126018,17,126018
158,126019-126033,15,126033
157,126034-126044,11,126044
156,126045-126047,3,126047
155,126048-126058,11,126058
154,126059-126069,11,126069
153,126070-126079,10,126079
152,126080-126082,3,126082
151,126083-126090,8,126090
150,126091-126098,8,126098
