分数,位次区间,同分人数,建议位次
312,42765-42792,28,42792
311,42793-42809,17,42809
310,42810-42833,24,42833
309,42834-42852,19,42852
308,42853-42875,23,42875
307,42876-42900,25,42900
306,42901-42918,18,42918
305,42919-42933,15,42933
304,42934-42947,14,42947
303,42948-42961,14,42961
302,42962-42975,14,42975
301,42976-43001,26,43001
300,43002-43022,21,43022
299,43023-43045,23,43045
298,43046-43062,17,43062
297,43063-43075,13,43075
296,43076-43084,9,43084
295,43085-43101,17,43101
294,43102-43113,12,43113
293,43114-43131,18,43131
292,43132-43147,16,43147
291,43148-43162,15,43162
290,43163-43173,11,43173
289,43174-43189,16,43189
288,43190-43199,10,43199
287,43200-43208,9,43208
286,43209-43220,12,43220
285,43221-43234,14,43234
284,43235-43241,7,43241
283,43242-43254,13,43254
282,43255-43263,9,43263
281,43264-43271,8,43271
280,43272-43283,12,43283
279,43284-43289,6,43289
278,43290-43292,3,43292
277,43293-43297,5,43297
276,43298-43301,4,43301
275,43302-43309,8,43309
274,43310-43319,10,43319
273,43320-43325,6,43325
272,43326-43335,10,43335
271,43336-43337,2,43337
270,43338-43345,8,43345
269,43346-43355,10,43355
268,43356-43360,5,43360
267,43361-43364,4,43364
266,43365-43373,9,43373
265,43374-43381,8,43381
264,43382-43390,9,43390
263,43391-43395,5,43395
262,43396-43404,9,43404
261,43405-43409,5,43409
