分数,位次区间,同分人数,建议位次
421,31723-32000,278,32000
420,32001-32256,256,32256
419,32257-32533,277,32533
418,32534-32777,244,32777
417,32778-33072,295,33072
416,33073-33313,241,33313
415,33314-33596,283,33596
414,33597-33874,278,33874
413,33875-34154,280,34154
412,34155-34402,248,34402
411,34403-34675,273,34675
410,34676-34940,265,34940
409,34941-35229,289,35229
408,35230-35493,264,35493
407,35494-35807,314,35807
406,35808-36074,267,36074
405,36075-36333,259,36333
404,36334-36596,263,36596
403,36597-36869,273,36869
402,36870-37138,269,37138
401,37139-37440,302,37440
400,37441-37737,297,37737
399,37738-37992,255,37992
398,37993-38259,267,38259
397,38260-38549,290,38549
396,38550-38831,282,38831
395,38832-39129,298,39129
394,39130-39418,289,39418
393,39419-39719,301,39719
392,39720-40022,303,40022
391,40023-40311,289,40311
390,40312-40595,284,40595
389,40596-40890,295,40890
388,40891-41172,282,41172
387,41173-41480,308,41480
386,41481-41767,287,41767
385,41768-42039,272,42039
384,42040-42320,281,42320
383,42321-42587,267,42587
382,42588-42867,280,42867
381,42868-43148,281,43148
380,43149-43427,279,43427
379,43428-43716,289,43716
378,43717-44017,301,44017
377,44018-44292,275,44292
376,44293-44587,295,44587
375,44588-44877,290,44877
374,44878-45174,297,45174
373,45175-45429,255,45429
372,45430-45726,297,45726
371,45727-46034,308,46034
370,46035-46306,272,46306
369,46307-46622,316,46622
368,46623-46900,278,46900
367,46901-47187,287,47187
366,47188-47467,280,47467
365,47468-47738,271,47738
364,47739-48019,281,48019
363,48020-48311,292,48311
362,48312-48569,258,48569
361,48570-48874,305,48874
360,48875-49176,302,49176
359,49177-49470,294,49470
358,49471-49791,321,49791
357,49792-50063,272,50063
356,50064-50357,294,50357
355,50358-50654,297,50654
354,50655-50922,268,50922
353,50923-51188,266,51188
352,51189-51447,259,51447
351,51448-51729,282,51729
350,51730-52010,281,52010
349,52011-52277,267,52277
348,52278-52544,267,52544
347,52545-52802,258,52802
346,52803-53051,249,53051
345,53052-53315,264,53315
344,53316-53603,288,53603
343,53604-53870,267,53870
342,53871-54123,253,54123
341,54124-54388,265,54388
340,54389-54656,268,54656
339,54657-54921,265,54921
338,54922-55203,282,55203
337,55204-55446,243,55446
336,55447-55714,268,55714
335,55715-55995,281,55995
334,55996-56236,241,56236
333,56237-56490,254,56490
332,56491-56735,245,56735
331,56736-56972,237,56972
330,56973-57219,247,57219
329,57220-57459,240,57459
328,57460-57697,238,57697
327,57698-57920,223,57920
326,57921-58171,251,58171
325,58172-58404,233,58404
324,58405-58621,217,58621
323,58622-58874,253,58874
322,58875-59100,226,59100
321,59101-59325,225,59325
320,59326-59554,229,59554
319,59555-59784,230,59784
318,59785-60002,218,60002
317,60003-60223,221,60223
316,60224-60473,250,60473
315,60474-60677,204,60677
314,60678-60892,215,60892
313,60893-61101,209,61101
312,61102-61333,232,61333
311,61334-61558,225,61558
310,61559-61756,198,61756
309,61757-61939,183,61939
308,61940-62136,197,62136
307,62137-62349,213,62349
306,62350-62574,225,62574
305,62575-62765,191,62765
304,62766-62973,208,62973
303,62974-63178,205,63178
302,63179-63388,210,63388
301,63389-63600,212,63600
300,63601-63771,171,63771
299,63772-63977,206,63977
298,63978-64141,164,64141
297,64142-64346,205,64346
296,64347-64526,180,64526
295,64527-64705,179,64705
294,64706-64867,162,64867
293,64868-65045,178,65045
292,65046-65230,185,65230
291,65231-65403,173,65403
290,65404-65599,196,65599
289,65600-65775,176,65775
288,65776-65935,160,65935
287,65936-66101,166,66101
286,66102-66309,208,66309
285,66310-66481,172,66481
284,66482-66635,154,66635
283,66636-66815,180,66815
282,66816-66990,175,66990
281,66991-67160,170,67160
280,67161-67309,149,67309
279,67310-67484,175,67484
278,67485-67654,170,67654
277,67655-67799,145,67799
276,67800-67949,150,67949
275,67950-68090,141,68090
274,68091-68248,158,68248
273,68249-68366,118,68366
272,68367-68524,158,68524
271,68525-68676,152,68676
270,68677-68826,150,68826
269,68827-68997,171,68997
268,68998-69145,148,69145
267,69146-69254,109,69254
266,69255-69389,135,69389
265,69390-69508,119,69508
264,69509-69621,113,69621
263,69622-69752,131,69752
262,69753-69877,125,69877
261,69878-70008,131,70008
260,70009-70135,127,70135
259,70136-70252,117,70252
258,70253-70381,129,70381
257,70382-70500,119,70500
256,70501-70616,116,70616
255,70617-70727,111,70727
254,70728-70843,116,70843
253,70844-70952,109,70952
252,70953-71071,119,71071
251,71072-71187,116,71187
250,71188-71281,94,71281
249,71282-71390,109,71390
248,71391-71508,118,71508
247,71509-71601,93,71601
246,71602-71703,102,71703
245,71704-71787,84,71787
244,71788-71885,98,71885
243,71886-71991,106,71991
242,71992-72075,84,72075
241,72076-72169,94,72169
240,72170-72269,100,72269
239,72270-72362,93,72362
238,72363-72431,69,72431
237,72432-72532,101,72532
236,72533-72619,87,72619
235,72620-72693,74,72693
234,72694-72768,75,72768
233,72769-72859,91,72859
232,72860-72940,81,72940
231,72941-73012,72,73012
230,73013-73093,81,73093
229,73094-73163,70,73163
228,73164-73223,60,73223
227,73224-73294,71,73294
226,73295-73370,76,73370
225,73371-73438,68,73438
224,73439-73508,70,73508
223,73509-73566,58,73566
222,73567-73627,61,73627
221,73628-73703,76,73703
220,73704-73774,71,73774
219,73775-73830,56,73830
218,73831-73896,66,73896
217,73897-73953,57,73953
216,73954-74001,48,74001
215,74002-74053,52,74053
214,74054-74099,46,74099
213,74100-74154,55,74154
212,74155-74214,60,74214
211,74215-74263,49,74263
210,74264-74319,56,74319
209,74320-74364,45,74364
208,74365-74414,50,74414
207,74415-74463,49,74463
206,74464-74504,41,74504
205,74505-74553,49,74553
204,74554-74591,38,74591
203,74592-74640,49,74640
202,74641-74680,40,74680
201,74681-74716,36,74716
