分数,位次区间,同分人数,建议位次
378,55668-55866,199,55866
377,55867-56068,202,56068
376,56069-56278,210,56278
375,56279-56497,219,56497
374,56498-56704,207,56704
373,56705-56885,181,56885
372,56886-57106,221,57106
371,57107-57315,209,57315
370,57316-57512,197,57512
369,57513-57704,192,57704
368,57705-57875,171,57875
367,57876-58072,197,58072
366,58073-58267,195,58267
365,58268-58475,208,58475
364,58476-58645,170,58645
363,58646-58837,192,58837
362,58838-59018,181,59018
361,59019-59205,187,59205
360,59206-59405,200,59405
359,59406-59569,164,59569
358,59570-59728,159,59728
357,59729-59929,201,59929
356,59930-60111,182,60111
355,60112-60266,155,60266
354,60267-60460,194,60460
353,60461-60646,186,60646
352,60647-60811,165,60811
351,60812-60967,156,60967
350,60968-61148,181,61148
349,61149-61332,184,61332
348,61333-61502,170,61502
347,61503-61656,154,61656
346,61657-61829,173,61829
345,61830-61979,150,61979
344,61980-62140,161,62140
343,62141-62283,143,62283
342,62284-62419,136,62419
341,62420-62573,154,62573
340,62574-62706,133,62706
339,62707-62866,160,62866
338,62867-63009,143,63009
337,63010-63165,156,63165
336,63166-63302,137,63302
335,63303-63430,128,63430
334,63431-63601,171,63601
333,63602-63747,146,63747
332,63748-63900,153,63900
331,63901-64032,132,64032
330,64033-64168,136,64168
329,64169-64305,137,64305
328,64306-64441,136,64441
327,64442-64575,134,64575
326,64576-64716,141,64716
325,64717-64832,116,64832
324,64833-64942,110,64942
323,64943-65072,130,65072
322,65073-65184,112,65184
321,65185-65306,122,65306
320,65307-65448,142,65448
319,65449-65569,121,65569
318,65570-65708,139,65708
317,65709-65829,121,65829
316,65830-65952,123,65952
315,65953-66054,102,66054
314,66055-66168,114,66168
313,66169-66301,133,66301
312,66302-66418,117,66418
311,66419-66535,117,66535
310,66536-66647,112,66647
309,66648-66774,127,66774
308,66775-66870,96,66870
307,66871-66985,115,66985
306,66986-67105,120,67105
305,67106-67216,111,67216
304,67217-67299,83,67299
303,67300-67393,94,67393
302,67394-67493,100,67493
301,67494-67577,84,67577
300,67578-67696,119,67696
299,67697-67790,94,67790
298,67791-67892,102,67892
297,67893-67988,96,67988
296,67989-68076,88,68076
295,68077-68162,86,68162
294,68163-68262,100,68262
293,68263-68358,96,68358
292,68359-68441,83,68441
291,68442-68537,96,68537
290,68538-68626,89,68626
289,68627-68698,72,68698
288,68699-68780,82,68780
287,68781-68874,94,68874
286,68875-68961,87,68961
285,68962-69030,69,69030
284,69031-69115,85,69115
283,69116-69186,71,69186
282,69187-69290,104,69290
281,69291-69366,76,69366
280,69367-69455,89,69455
279,69456-69543,88,69543
278,69544-69632,89,69632
277,69633-69707,75,69707
276,69708-69779,72,69779
275,69780-69852,73,69852
274,69853-69919,67,69919
273,69920-69967,48,69967
272,69968-70027,60,70027
271,70028-70096,69,70096
270,70097-70176,80,70176
269,70177-70239,63,70239
268,70240-70299,60,70299
267,70300-70369,70,70369
266,70370-70426,57,70426
265,70427-70498,72,70498
264,70499-70567,69,70567
263,70568-70636,69,70636
262,70637-70693,57,70693
261,70694-70750,57,70750
260,70751-70815,65,70815
259,70816-70875,60,70875
258,70876-70934,59,70934
257,70935-70992,58,70992
256,70993-71049,57,71049
255,71050-71099,50,71099
254,71100-71168,69,71168
253,71169-71222,54,71222
252,71223-71273,51,71273
251,71274-71313,40,71313
250,71314-71354,41,71354
249,71355-71407,53,71407
248,71408-71455,48,71455
247,71456-71497,42,71497
246,71498-71547,50,71547
245,71548-71589,42,71589
244,71590-71647,58,71647
243,71648-71693,46,71693
242,71694-71740,47,71740
241,71741-71784,44,71784
240,71785-71829,45,71829
239,71830-71883,54,71883
238,71884-71920,37,71920
237,71921-71967,47,71967
236,71968-72014,47,72014
235,72015-72058,44,72058
234,72059-72100,42,72100
233,72101-72142,42,72142
232,72143-72176,34,72176
231,72177-72212,36,72212
230,72213-72250,38,72250
229,72251-72282,32,72282
228,72283-72311,29,72311
227,72312-72344,33,72344
226,72345-72372,28,72372
225,72373-72417,45,72417
224,72418-72461,44,72461
223,72462-72495,34,72495
222,72496-72523,28,72523
221,72524-72544,21,72544
220,72545-72580,36,72580
219,72581-72620,40,72620
218,72621-72650,30,72650
217,72651-72680,30,72680
216,72681-72706,26,72706
215,72707-72726,20,72726
214,72727-72750,24,72750
213,72751-72774,24,72774
212,72775-72801,27,72801
211,72802-72825,24,72825
210,72826-72849,24,72849
209,72850-72877,28,72877
208,72878-72895,18,72895
207,72896-72914,19,72914
206,72915-72935,21,72935
205,72936-72949,14,72949
204,72950-72971,22,72971
203,72972-72997,26,72997
202,72998-73020,23,73020
201,73021-73037,17,73037
200,73038-73054,17,73054
199,73055-73074,20,73074
198,73075-73091,17,73091
197,73092-73106,15,73106
196,73107-73125,19,73125
195,73126-73137,12,73137
194,73138-73153,16,73153
193,73154-73168,15,73168
192,73169-73183,15,73183
191,73184-73197,14,73197
190,73198-73210,13,73210
189,73211-73227,17,73227
188,73228-73243,16,73243
187,73244-73251,8,73251
186,73252-73266,15,73266
185,73267-73283,17,73283
184,73284-73297,14,73297
183,73298-73310,13,73310
182,73311-73328,18,73328
181,73329-73344,16,73344
180,73345-73355,11,73355
179,73356-73370,15,73370
178,73371-73380,10,73380
177,73381-73394,14,73394
176,73395-73408,14,73408
175,73409-73411,3,73411
174,73412-73420,9,73420
173,73421-73429,9,73429
172,73430-73442,13,73442
171,73443-73452,10,73452
170,73453-73458,6,73458
169,73459-73467,9,73467
168,73468-73475,8,73475
167,73476-73483,8,73483
166,73484-73491,8,73491
165,73492-73498,7,73498
164,73499-73503,5,73503
163,73504-73510,7,73510
162,73511-73516,6,73516
161,73517-73521,5,73521
160,73522-73525,4,73525
159,73526-73532,7,73532
158,73533-73542,10,73542
157,73543-73550,8,73550
156,73551-73555,5,73555
155,73556-73559,4,73559
154,73560-73564,5,73564
153,73565-73570,6,73570
152,73571-73577,7,73577
151,73578-73581,4,73581
150,73582-73584,3,73584
149,73585-73585,1,73585
148,73586-73592,7,73592
147,73593-73597,5,73597
146,73598-73603,6,73603
145,73604-73610,7,73610
144,73611-73614,4,73614
143,73615-73619,5,73619
142,73620-73622,3,73622
141,73622-73622,0,73622
140,73623-73627,5,73627
