分数,位次区间,同分人数,建议位次
238,101782-101816,35,101816
237,101817-101840,24,101840
236,101841-101877,37,101877
235,101878-101916,39,101916
234,101917-101952,36,101952
233,101953-101988,36,101988
232,101989-102023,35,102023
231,102024-102048,25,102048
230,102049-102070,22,102070
229,102071-102104,34,102104
228,102105-102120,16,102120
227,102121-102148,28,102148
226,102149-102169,21,102169
225,102170-102193,24,102193
224,102194-102208,15,102208
223,102209-102217,9,102217
222,102218-102242,25,102242
221,102243-102267,25,102267
220,102268-102282,15,102282
219,102283-102292,10,102292
218,102293-102320,28,102320
217,102321-102333,13,102333
216,102334-102350,17,102350
215,102351-102369,19,102369
214,102370-102386,17,102386
213,102387-102404,18,102404
212,102405-102418,14,102418
211,102419-102433,15,102433
210,102434-102443,10,102443
209,102444-102456,13,102456
208,102457-102467,11,102467
207,102468-102485,18,102485
206,102486-102497,12,102497
205,102498-102510,13,102510
204,102511-102517,7,102517
203,102518-102526,9,102526
202,102527-102535,9,102535
201,102536-102540,5,102540
200,102541-102552,12,102552
199,102553-102557,5,102557
198,102558-102569,12,102569
197,102570-102576,7,102576
196,102577-102584,8,102584
195,102585-102592,8,102592
194,102593-102603,11,102603
193,102604-102611,8,102611
192,102612-102614,3,102614
191,102615-102620,6,102620
190,102621-102626,6,102626
189,102627-102633,7,102633
188,102634-102643,10,102643
187,102644-102650,7,102650
186,102651-102655,5,102655
185,102656-102662,7,102662
184,102663-102667,5,102667
183,102668-102671,4,102671
182,102672-102675,4,102675
181,102676-102676,1,102676
180,102677-102677,1,102677
179,102678-102678,1,102678
178,102679-102679,1,102679
177,102680-102681,2,102681
176,102682-102685,4,102685
175,102686-102686,1,102686
174,102687-102690,4,102690
173,102691-102692,2,102692
172,102693-102695,3,102695
171,102696-102696,1,102696
170,102697-102698,2,102698
169,102699-102699,1,102699
168,102700-102701,2,102701
167,102702-102703,2,102703
166,102704-102707,4,102707
165,102707-102707,0,102707
164,102707-102707,0,102707
163,102708-102708,1,102708
162,102709-102714,6,102714
161,102715-102720,6,102720
160,102721-102721,1,102721
159,102721-102721,0,102721
158,102722-102722,1,102722
157,102723-102723,1,102723
156,102724-102726,3,102726
155,102727-102728,2,102728
154,102729-102729,1,102729
153,102729-102729,0,102729
152,102730-102731,2,102731
151,102732-102733,2,102733
150,102734-102737,4,102737
