分数,位次区间,同分人数,建议位次
496,20731-20848,118,20848
495,20849-20956,108,20956
494,20957-21099,143,21099
493,21100-21230,131,21230
492,21231-21351,121,21351
491,21352-21464,113,21464
490,21465-21578,114,21578
489,21579-21689,111,21689
488,21690-21816,127,21816
487,21817-21949,133,21949
486,21950-22063,114,22063
485,22064-22186,123,22186
484,22187-22307,121,22307
483,22308-22421,114,22421
482,22422-22528,107,22528
481,22529-22643,115,22643
480,22644-22758,115,22758
479,22759-22890,132,22890
478,22891-23011,121,23011
477,23012-23118,107,23118
476,23119-23233,115,23233
475,23234-23348,115,23348
474,23349-23459,111,23459
473,23460-23566,107,23566
472,23567-23685,119,23685
471,23686-23805,120,23805
470,23806-23902,97,23902
469,23903-24010,108,24010
468,24011-24146,136,24146
467,24147-24254,108,24254
466,24255-24349,95,24349
465,24350-24448,99,24448
464,24449-24536,88,24536
463,24537-24652,116,24652
462,24653-24772,120,24772
461,24773-24868,96,24868
460,24869-24954,86,24954
459,24955-25058,104,25058
458,25059-25153,95,25153
457,25154-25253,100,25253
456,25254-25353,100,25353
455,25354-25462,109,25462
454,25463-25560,98,25560
453,25561-25666,106,25666
452,25667-25769,103,25769
451,25770-25882,113,25882
450,25883-25980,98,25980
449,25981-26078,98,26078
448,26079-26174,96,26174
447,26175-26274,100,26274
446,26275-26363,89,26363
445,26364-26452,89,26452
444,26453-26542,90,26542
443,26543-26633,91,26633
442,26634-26720,87,26720
441,26721-26813,93,26813
440,26814-26886,73,26886
439,26887-27004,118,27004
438,27005-27104,100,27104
437,27105-27192,88,27192
436,27193-27280,88,27280
435,27281-27369,89,27369
434,27370-27470,101,27470
433,27471-27561,91,27561
432,27562-27663,102,27663
431,27664-27747,84,27747
430,27748-27836,89,27836
429,27837-27913,77,27913
428,27914-27997,84,27997
427,27998-28077,80,28077
426,28078-28163,86,28163
425,28164-28256,93,28256
424,28257-28337,81,28337
423,28338-28420,83,28420
422,28421-28496,76,28496
421,28497-28570,74,28570
420,28571-28647,77,28647
410,28648-29376,729,29376
400,29377-29984,608,29984
390,29985-30544,560,30544
380,30545-31023,479,31023
370,31024-31461,438,31461
360,31462-31864,403,31864
350,31865-32180,316,32180
340,32181-32466,286,32466
330,32467-32712,246,32712
320,32713-32897,185,32897
310,32898-33062,165,33062
300,33063-33223,161,33223
290,33224-33325,102,33325
280,33326-33415,90,33415
270,33416-33480,65,33480
260,33481-33534,54,33534
250,33535-33581,47,33581
240,33582-33600,19,33600
230,33601-33623,23,33623
220,33624-33642,19,33642
210,33643-33653,11,33653
200,33654-33668,15,33668
190,33669-33672,4,33672
180,33673-33683,11,33683
170,33684-33690,7,33690
160,33691-33693,3,33693
150,33694-33696,3,33696
140,33697-33697,1,33697
130,33698-33699,2,33699
120,33700-33701,2,33701
110,33702-33706,5,33706
100,33707-33708,2,33708
90,33708-33708,0,33708
80,33709-33709,1,33709
70,33710-33710,1,33710
60,33711-33711,1,33711
50,33712-33714,3,33714
40,33715-33717,3,33717
30,33718-33788,71,33788
20,33789-34018,230,34018
10,34019-34064,46,34064
0,34065-34345,281,34345
