分数,位次区间,同分人数,建议位次
539,9962-10139,178,10139
538,10140-10309,170,10309
537,10310-10464,155,10464
536,10465-10613,149,10613
535,10614-10745,132,10745
534,10746-10929,184,10929
533,10930-11132,203,11132
532,11133-11313,181,11313
531,11314-11469,156,11469
530,11470-11633,164,11633
529,11634-11802,169,11802
528,11803-11970,168,11970
527,11971-12113,143,12113
526,12114-12281,168,12281
525,12282-12443,162,12443
524,12444-12613,170,12613
523,12614-12808,195,12808
522,12809-12979,171,12979
521,12980-13170,191,13170
520,13171-13364,194,13364
519,13365-13528,164,13528
518,13529-13731,203,13731
517,13732-13920,189,13920
516,13921-14100,180,14100
515,14101-14295,195,14295
514,14296-14474,179,14474
513,14475-14661,187,14661
512,14662-14846,185,14846
511,14847-15019,173,15019
510,15020-15199,180,15199
509,15200-15388,189,15388
508,15389-15596,208,15596
507,15597-15810,214,15810
506,15811-15998,188,15998
505,15999-16218,220,16218
504,16219-16388,170,16388
503,16389-16599,211,16599
502,16600-16810,211,16810
501,16811-17013,203,17013
500,17014-17203,190,17203
499,17204-17410,207,17410
498,17411-17628,218,17628
497,17629-17799,171,17799
496,17800-17995,196,17995
495,17996-18195,200,18195
494,18196-18395,200,18395
493,18396-18610,215,18610
492,18611-18812,202,18812
491,18813-19039,227,19039
490,19040-19233,194,19233
489,19234-19476,243,19476
488,19477-19666,190,19666
487,19667-19874,208,19874
486,19875-20099,225,20099
485,20100-20337,238,20337
484,20338-20537,200,20537
483,20538-20736,199,20736
482,20737-20920,184,20920
481,20921-21118,198,21118
480,21119-21310,192,21310
479,21311-21526,216,21526
478,21527-21752,226,21752
477,21753-21977,225,21977
476,21978-22185,208,22185
475,22186-22409,224,22409
474,22410-22630,221,22630
473,22631-22869,239,22869
472,22870-23108,239,23108
471,23109-23330,222,23330
470,23331-23541,211,23541
469,23542-23769,228,23769
468,23770-23994,225,23994
467,23995-24189,195,24189
466,24190-24421,232,24421
465,24422-24635,214,24635
464,24636-24866,231,24866
463,24867-25088,222,25088
462,25089-25288,200,25288
461,25289-25524,236,25524
460,25525-25738,214,25738
459,25739-25964,226,25964
458,25965-26173,209,26173
457,26174-26413,240,26413
456,26414-26662,249,26662
455,26663-26899,237,26899
454,26900-27137,238,27137
453,27138-27379,242,27379
452,27380-27598,219,27598
451,27599-27834,236,27834
450,27835-28071,237,28071
449,28072-28338,267,28338
448,28339-28575,237,28575
447,28576-28812,237,28812
446,28813-29045,233,29045
445,29046-29297,252,29297
444,29298-29525,228,29525
443,29526-29768,243,29768
442,29769-30025,257,30025
441,30026-30291,266,30291
440,30292-30534,243,30534
439,30535-30769,235,30769
438,30770-31021,252,31021
437,31022-31261,240,31261
436,31262-31530,269,31530
435,31531-31801,271,31801
434,31802-32045,244,32045
433,32046-32280,235,32280
432,32281-32546,266,32546
431,32547-32790,244,32790
430,32791-33028,238,33028
429,33029-33276,248,33276
428,33277-33508,232,33508
427,33509-33730,222,33730
426,33731-33983,253,33983
425,33984-34228,245,34228
424,34229-34477,249,34477
423,34478-34709,232,34709
422,34710-34944,235,34944
421,34945-35196,252,35196
420,35197-35452,256,35452
419,35453-35704,252,35704
418,35705-35962,258,35962
417,35963-36237,275,36237
416,36238-36498,261,36498
415,36499-36718,220,36718
414,36719-36967,249,36967
413,36968-37241,274,37241
412,37242-37500,259,37500
411,37501-37761,261,37761
410,37762-38014,253,38014
409,38015-38259,245,38259
408,38260-38535,276,38535
407,38536-38819,284,38819
406,38820-39060,241,39060
405,39061-39297,237,39297
404,39298-39545,248,39545
403,39546-39804,259,39804
402,39805-40047,243,40047
401,40048-40297,250,40297
400,40298-40537,240,40537
399,40538-40811,274,40811
398,40812-41070,259,41070
397,41071-41309,239,41309
396,41310-41566,257,41566
395,41567-41824,258,41824
394,41825-42077,253,42077
393,42078-42370,293,42370
392,42371-42635,265,42635
391,42636-42879,244,42879
390,42880-43128,249,43128
389,43129-43396,268,43396
388,43397-43645,249,43645
387,43646-43890,245,43890
386,43891-44144,254,44144
385,44145-44403,259,44403
384,44404-44679,276,44679
383,44680-44941,262,44941
382,44942-45198,257,45198
381,45199-45458,260,45458
380,45459-45715,257,45715
379,45716-45992,277,45992
378,45993-46271,279,46271
377,46272-46534,263,46534
376,46535-46787,253,46787
375,46788-47026,239,47026
374,47027-47271,245,47271
373,47272-47534,263,47534
372,47535-47792,258,47792
371,47793-48029,237,48029
370,48030-48308,279,48308
369,48309-48553,245,48553
368,48554-48800,247,48800
367,48801-49030,230,49030
366,49031-49259,229,49259
365,49260-49506,247,49506
364,49507-49753,247,49753
363,49754-49999,246,49999
362,50000-50250,251,50250
361,50251-50509,259,50509
360,50510-50765,256,50765
359,50766-51003,238,51003
358,51004-51278,275,51278
357,51279-51531,253,51531
356,51532-51779,248,51779
355,51780-52013,234,52013
354,52014-52232,219,52232
353,52233-52479,247,52479
352,52480-52708,229,52708
351,52709-52949,241,52949
350,52950-53202,253,53202
349,53203-53452,250,53452
348,53453-53690,238,53690
347,53691-53934,244,53934
346,53935-54173,239,54173
345,54174-54432,259,54432
344,54433-54656,224,54656
343,54657-54891,235,54891
342,54892-55110,219,55110
341,55111-55327,217,55327
340,55328-55550,223,55550
339,55551-55796,246,55796
338,55797-56018,222,56018
337,56019-56251,233,56251
336,56252-56474,223,56474
335,56475-56685,211,56685
334,56686-56925,240,56925
333,56926-57172,247,57172
332,57173-57380,208,57380
331,57381-57603,223,57603
330,57604-57825,222,57825
329,57826-58029,204,58029
328,58030-58253,224,58253
327,58254-58493,240,58493
326,58494-58692,199,58692
325,58693-58921,229,58921
324,58922-59126,205,59126
323,59127-59344,218,59344
322,59345-59567,223,59567
321,59568-59758,191,59758
320,59759-59980,222,59980
319,59981-60140,160,60140
318,60141-60348,208,60348
317,60349-60561,213,60561
316,60562-60785,224,60785
315,60786-60998,213,60998
314,60999-61198,200,61198
313,61199-61409,211,61409
312,61410-61584,175,61584
311,61585-61782,198,61782
310,61783-61973,191,61973
309,61974-62199,226,62199
308,62200-62380,181,62380
307,62381-62553,173,62553
306,62554-62726,173,62726
305,62727-62904,178,62904
304,62905-63092,188,63092
303,63093-63261,169,63261
302,63262-63427,166,63427
301,63428-63635,208,63635
300,63636-63822,187,63822
299,63823-64006,184,64006
298,64007-64179,173,64179
297,64180-64344,165,64344
296,64345-64515,171,64515
295,64516-64660,145,64660
294,64661-64827,167,64827
293,64828-64998,171,64998
292,64999-65183,185,65183
291,65184-65358,175,65358
290,65359-65507,149,65507
289,65508-65645,138,65645
288,65646-65806,161,65806
287,65807-65962,156,65962
286,65963-66122,160,66122
285,66123-66278,156,66278
284,66279-66417,139,66417
283,66418-66551,134,66551
282,66552-66689,138,66689
281,66690-66849,160,66849
280,66850-66998,149,66998
279,66999-67140,142,67140
278,67141-67283,143,67283
277,67284-67415,132,67415
276,67416-67562,147,67562
275,67563-67703,141,67703
274,67704-67837,134,67837
273,67838-67963,126,67963
272,67964-68106,143,68106
271,68107-68217,111,68217
270,68218-68331,114,68331
269,68332-68480,149,68480
268,68481-68610,130,68610
267,68611-68741,131,68741
266,68742-68859,118,68859
265,68860-68990,131,68990
264,68991-69124,134,69124
263,69125-69263,139,69263
262,69264-69388,125,69388
261,69389-69529,141,69529
260,69530-69644,115,69644
259,69645-69746,102,69746
258,69747-69868,122,69868
257,69869-70006,138,70006
256,70007-70114,108,70114
255,70115-70230,116,70230
254,70231-70350,120,70350
253,70351-70459,109,70459
252,70460-70571,112,70571
251,70572-70678,107,70678
250,70679-70771,93,70771
249,70772-70888,117,70888
248,70889-70992,104,70992
247,70993-71067,75,71067
246,71068-71165,98,71165
245,71166-71251,86,71251
244,71252-71332,81,71332
243,71333-71411,79,71411
242,71412-71511,100,71511
241,71512-71583,72,71583
240,71584-71676,93,71676
239,71677-71768,92,71768
238,71769-71849,81,71849
237,71850-71934,85,71934
236,71935-72028,94,72028
235,72029-72122,94,72122
234,72123-72204,82,72204
233,72205-72281,77,72281
232,72282-72355,74,72355
231,72356-72426,71,72426
230,72427-72502,76,72502
229,72503-72576,74,72576
228,72577-72641,65,72641
227,72642-72713,72,72713
226,72714-72783,70,72783
225,72784-72858,75,72858
224,72859-72935,77,72935
223,72936-72997,62,72997
222,72998-73068,71,73068
221,73069-73136,68,73136
220,73137-73198,62,73198
219,73199-73267,69,73267
218,73268-73326,59,73326
217,73327-73393,67,73393
216,73394-73450,57,73450
215,73451-73510,60,73510
214,73511-73569,59,73569
213,73570-73626,57,73626
212,73627-73677,51,73677
211,73678-73734,57,73734
210,73735-73788,54,73788
209,73789-73844,56,73844
208,73845-73884,40,73884
207,73885-73922,38,73922
206,73923-73965,43,73965
205,73966-74016,51,74016
204,74017-74061,45,74061
203,74062-74114,53,74114
202,74115-74157,43,74157
201,74158-74199,42,74199
